0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.1882353,0.2745098,0.254902,0.1882353,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569
0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.1921569,0.2,0.2,0.2,0.2,0.3215686,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.2941177,0.02352941
0.02352941,0.02352941,0.02352941,0.02352941,0.02352941,0.02352941,0.02352941,0.02352941,0.6705883,0.7254902,0.7098039,0.7803922,0.7019608,0.7019608,0.7019608,0.7019608,0.7843137,0.8039216,0.6156863,0.6156863,0.6156863,0.6156863,0.6156863,0.6156863,0.6156863,0.6156863,0.6156863,0.6156863,0.04705882,0.04705882
0.04705882,0.04705882,0.04705882,0.04705882,0.6235294,0.6235294,0.6235294,0.772549,0.7607843,0.7607843,0.7450981,0.8235294,0.8235294,0.8235294,0.1568628,0.1568628,0.6313726,0.7686275,0.6784314,0.572549,0.572549,0.572549,0.572549,0.572549,0.572549,0.572549,0.572549,0.572549,0.1215686,0.1843137
0.1843137,0.1843137,0.1843137,0.6627451,0.6470588,0.6705883,0.8196079,0.8117647,0.7843137,0.7803922,0.7960784,0.7882353,0.3568628,0.3176471,0.1686275,0.1686275,0.5568628,0.7215686,0.772549,0.7098039,0.7098039,0.7098039,0.7098039,0.3333333,0.3333333,0.3333333,0.3333333,0.3098039,0.3098039,0.3098039
0.3098039,0.3098039,0.3098039,0.7176471,0.7294118,0.6784314,0.7411765,0.8313726,0.8156863,0.8470588,0.8666667,0.682353,0.3098039,0.2745098,0.2745098,0.2745098,0.2745098,0.6627451,0.7529412,0.6313726,0.7411765,0.654902,0.654902,0.345098,0.345098,0.345098,0.6078432,0.6078432,0.6078432,0.6078432
0.6078432,0.6078432,0.6078432,0.6627451,0.6588235,0.6588235,0.5843138,0.8392157,0.8509804,0.8,0.8431373,0.7294118,0.7294118,0.282353,0.2588235,0.2588235,0.572549,0.7960784,0.7960784,0.2941177,0.2941177,0.2941177,0.2509804,0.2078431,0.2078431,0.2078431,0.2078431,0.2078431,0.3137255,0.3294118
