0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.2,0.1607843,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647
0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.07450981,0.07843138,0.1176471,0.02352941,0.03137255,0.03529412,0.09803922,0.09803922,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373
0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.1529412,0.09411765,0.04705882,0.04705882,0.03921569,0.1137255,0.08627451,0.07843138,0.09803922,0.1058824,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.2705882
0.2705882,0.2705882,0.2705882,0.2705882,0.2705882,0.05490196,0.04705882,0.09019608,0.04705882,0.1254902,0.1254902,0.1254902,0.1254902,0.1254902,0.1254902,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451
0.2627451,0.2627451,0.2627451,0.2627451,0.1254902,0.09803922,0.09411765,0.03529412,0.1294118,0.1294118,0.6509804,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079,0.6196079
0.6196079,0.6196079,0.6196079,0.6196079,0.1490196,0.1529412,0.1882353,0.1882353,0.1882353,0.8078431,0.7294118,0.7215686,0.7215686,0.2470588,0.2666667,0.2666667,0.6235294,0.5764706,0.5803922,0.5803922,0.5803922,0.5803922,0.5803922,0.5803922,0.5803922,0.5803922,0.5803922,0.5803922,0.5803922,0.5803922
0.5803922,0.5803922,0.5803922,0.145098,0.145098,0.145098,0.2627451,0.2627451,0.7333333,0.8509804,0.8666667,0.772549,0.2941177,0.2941177,0.2941177,0.2666667,0.6705883,0.7529412,0.6705883,0.6705883,0.6705883,0.6705883,0.6705883,0.6705883,0.6705883,0.2666667,0.2392157,0.2392157,0.2392157,0.2392157
0.2392157,0.2392157,0.2392157,0.2078431,0.2078431,0.2078431,0.627451,0.7882353,0.8352941,0.8901961,0.8941177,0.8941177,0.2431373,0.2431373,0.2431373,0.2627451,0.2627451,0.8039216,0.6705883,0.6705883,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.2784314,0.2470588,0.2745098,0.2745098
