0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7607843,0.8588235,0.8588235,0.8901961,0.8156863,0.7529412,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.05882353
0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.7490196,0.7294118,0.7019608,0.7137255,0.7137255,0.7137255,0.7137255,0.7137255,0.2470588,0.1333333,0.2117647,0.2117647,0.2117647,0.2117647
0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.2117647,0.6941177,0.7254902,0.6862745,0.654902,0.654902,0.654902,0.654902,0.654902,0.654902,0.2431373,0.2313726,0.2392157,0.2392157,0.2392157,0.2392157
0.2392157,0.2392157,0.2392157,0.2392157,0.2392157,0.2392157,0.2392157,0.2392157,0.2392157,0.2392157,0.7529412,0.7529412,0.7529412,0.7529412,0.7529412,0.6862745,0.6235294,0.6941177,0.7137255,0.7137255,0.7137255,0.7137255,0.3019608,0.3019608,0.3019608,0.3019608,0.1647059,0.1843137,0.2627451,0.2627451
0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.2627451,0.772549,0.8705882,0.7098039,0.7098039,0.2392157,0.1529412,0.1529412,0.1529412,0.6901961,0.7686275,0.7490196,0.7137255,0.7137255,0.2235294,0.2235294,0.2235294,0.2235294,0.2431373,0.1568628,0.1411765,0.1411765
0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.7450981,0.9098039,0.9215686,0.6392157,0.2745098,0.2078431,0.1921569,0.1921569,0.1921569,0.7058824,0.7843137,0.7294118,0.7294118,0.2627451,0.2509804,0.2509804,0.2509804,0.2509804,0.2431373,0.1294118,0.1098039,0.1647059
