0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1294118
0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.1294118,0.8,0.8392157,0.9098039,0.9294118,0.854902,0.7882353,0.7686275,0.7529412,0.7529412,0.7529412,0.7529412,0.7529412,0.2,0.2156863
0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.6941177,0.6588235,0.6588235,0.6588235,0.6588235,0.6588235,0.6588235,0.6588235,0.6588235,0.172549,0.1882353,0.1882353,0.7254902,0.7882353
0.7882353,0.7882353,0.7882353,0.7882353,0.7882353,0.7882353,0.7882353,0.7882353,0.7882353,0.7882353,0.6784314,0.6784314,0.6784314,0.6784314,0.6784314,0.6784314,0.8,0.7294118,0.6705883,0.6705883,0.6705883,0.6705883,0.6705883,0.6705883,0.2588235,0.172549,0.1568628,0.1568628,0.1568628,0.1568628
0.1568628,0.1568628,0.1568628,0.1568628,0.1568628,0.1568628,0.1568628,0.1568628,0.1568628,0.1568628,0.7058824,0.7098039,0.7098039,0.7098039,0.7098039,0.7098039,0.7215686,0.654902,0.7411765,0.7411765,0.7411765,0.7411765,0.7411765,0.7411765,0.7411765,0.7411765,0.2156863,0.1764706,0.2588235,0.2588235
0.2588235,0.2588235,0.2588235,0.2588235,0.2588235,0.2588235,0.2588235,0.2862745,0.2862745,0.6980392,0.8784314,0.7921569,0.7921569,0.2862745,0.2,0.2,0.5960785,0.5960785,0.7098039,0.7098039,0.7098039,0.7098039,0.254902,0.254902,0.254902,0.254902,0.2666667,0.1568628,0.1686275,0.2431373
