0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1921569,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098
0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.2745098,0.08235294,0.03529412,0.01960784,0.007843138,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608
0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.09019608,0.1529412,0.08235294,0.2470588,0.282353,0.227451,0.254902,0.2196078,0.1647059,0.2235294,0.2666667,0.3019608,0.3137255,0.3137255,0.7137255,0.6980392,0.6980392,0.6980392,0.6980392,0.6980392,0.6980392,0.6980392,0.6980392,0.6980392
0.6980392,0.6980392,0.6980392,0.6980392,0.6980392,0.6980392,0.1294118,0.1294118,0.6941177,0.772549,0.6980392,0.7058824,0.7921569,0.7921569,0.2431373,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588,0.2470588
0.2470588,0.2470588,0.2470588,0.2470588,0.04313726,0.02352941,0.02352941,0.827451,0.8392157,0.8196079,0.7607843,0.8392157,0.8039216,0.8039216,0.1019608,0.1176471,0.282353,0.282353,0.282353,0.282353,0.282353,0.282353,0.282353,0.282353,0.2901961,0.2901961,0.2901961,0.2901961,0.2901961,0.2901961
0.2901961,0.2901961,0.2901961,0.1803922,0.01960784,0.1803922,0.1803922,0.8705882,0.8313726,0.854902,0.8509804,0.8745098,0.7294118,0.3137255,0.1019608,0.1803922,0.1803922,0.1803922,0.1803922,0.3254902,0.3294118,0.3294118,0.2980392,0.3098039,0.3098039,0.3098039,0.3098039,0.2901961,0.2901961,0.2901961
